source,target,value,source_label,target_label,step_from,step_to
2,6,5,Talk Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,656,Content Namespace Edits,Male,1,2
0,6,43,User Namespace Edits,Male,1,2
1,6,2598,Wikipedia Namespace Edits,Male,1,2
2,6,1353,Talk Namespace Edits,Male,1,2
3,6,1880,User Talk Namespace Edits,Male,1,2
4,6,50470,Content Namespace Edits,Male,1,2
6,8,4,Male,Edits in Pages related to Women,2,3
0,6,23,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
4,6,104,Content Namespace Edits,Male,1,2
0,5,1,User Namespace Edits,Unknown,1,2
4,5,17,Content Namespace Edits,Unknown,1,2
0,6,33,User Namespace Edits,Male,1,2
1,6,9,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,39,User Talk Namespace Edits,Male,1,2
4,6,135,Content Namespace Edits,Male,1,2
0,6,400,User Namespace Edits,Male,1,2
1,6,4925,Wikipedia Namespace Edits,Male,1,2
2,6,1591,Talk Namespace Edits,Male,1,2
3,6,6119,User Talk Namespace Edits,Male,1,2
4,6,14019,Content Namespace Edits,Male,1,2
6,8,18,Male,Edits in Pages related to Women,2,3
0,5,4,User Namespace Edits,Unknown,1,2
1,5,5,Wikipedia Namespace Edits,Unknown,1,2
2,5,14,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,912,Content Namespace Edits,Unknown,1,2
0,5,3,User Namespace Edits,Unknown,1,2
2,5,9,Talk Namespace Edits,Unknown,1,2
4,5,81,Content Namespace Edits,Unknown,1,2
0,5,43,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,3,Content Namespace Edits,Unknown,1,2
0,6,154,User Namespace Edits,Male,1,2
1,6,62,Wikipedia Namespace Edits,Male,1,2
2,6,50,Talk Namespace Edits,Male,1,2
3,6,86,User Talk Namespace Edits,Male,1,2
4,6,1607,Content Namespace Edits,Male,1,2
0,6,2,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,71,Content Namespace Edits,Male,1,2
0,6,7,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,37,Content Namespace Edits,Male,1,2
0,6,387,User Namespace Edits,Male,1,2
1,6,165,Wikipedia Namespace Edits,Male,1,2
2,6,170,Talk Namespace Edits,Male,1,2
3,6,273,User Talk Namespace Edits,Male,1,2
4,6,1500,Content Namespace Edits,Male,1,2
0,5,57,User Namespace Edits,Unknown,1,2
1,5,4,Wikipedia Namespace Edits,Unknown,1,2
4,5,1,Content Namespace Edits,Unknown,1,2
0,5,343,User Namespace Edits,Unknown,1,2
1,5,575,Wikipedia Namespace Edits,Unknown,1,2
2,5,199,Talk Namespace Edits,Unknown,1,2
3,5,1275,User Talk Namespace Edits,Unknown,1,2
4,5,4174,Content Namespace Edits,Unknown,1,2
5,8,4,Unknown,Edits in Pages related to Women,2,3
0,6,1,User Namespace Edits,Male,1,2
2,6,9,Talk Namespace Edits,Male,1,2
3,6,20,User Talk Namespace Edits,Male,1,2
4,6,38,Content Namespace Edits,Male,1,2
0,5,4,User Namespace Edits,Unknown,1,2
4,5,151,Content Namespace Edits,Unknown,1,2
0,6,2,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,19,Talk Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,666,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,69,Content Namespace Edits,Male,1,2
0,6,24,User Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,4584,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
1,6,13,Wikipedia Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,142,Content Namespace Edits,Male,1,2
0,6,4,User Namespace Edits,Male,1,2
1,6,7,Wikipedia Namespace Edits,Male,1,2
2,6,5,Talk Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,510,Content Namespace Edits,Male,1,2
0,5,5,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,1450,Content Namespace Edits,Unknown,1,2
0,6,38,User Namespace Edits,Male,1,2
2,6,11,Talk Namespace Edits,Male,1,2
4,6,99,Content Namespace Edits,Male,1,2
0,6,6,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,24,Talk Namespace Edits,Male,1,2
3,6,53,User Talk Namespace Edits,Male,1,2
4,6,87,Content Namespace Edits,Male,1,2
0,6,12,User Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
4,6,394,Content Namespace Edits,Male,1,2
0,5,8,User Namespace Edits,Unknown,1,2
1,5,7,Wikipedia Namespace Edits,Unknown,1,2
4,5,35,Content Namespace Edits,Unknown,1,2
5,9,1,Unknown,Edits in WikiProjects related to Women,2,3
0,5,1,User Namespace Edits,Unknown,1,2
4,5,53,Content Namespace Edits,Unknown,1,2
0,5,20,User Namespace Edits,Unknown,1,2
1,5,14,Wikipedia Namespace Edits,Unknown,1,2
2,5,114,Talk Namespace Edits,Unknown,1,2
3,5,157,User Talk Namespace Edits,Unknown,1,2
4,5,1149,Content Namespace Edits,Unknown,1,2
0,6,673,User Namespace Edits,Male,1,2
1,6,85,Wikipedia Namespace Edits,Male,1,2
2,6,184,Talk Namespace Edits,Male,1,2
3,6,392,User Talk Namespace Edits,Male,1,2
4,6,2683,Content Namespace Edits,Male,1,2
0,6,18,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,205,Content Namespace Edits,Male,1,2
0,5,7,User Namespace Edits,Unknown,1,2
1,5,22,Wikipedia Namespace Edits,Unknown,1,2
3,5,5,User Talk Namespace Edits,Unknown,1,2
4,5,132,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
4,5,667,Content Namespace Edits,Unknown,1,2
0,6,234,User Namespace Edits,Male,1,2
1,6,7,Wikipedia Namespace Edits,Male,1,2
2,6,76,Talk Namespace Edits,Male,1,2
3,6,83,User Talk Namespace Edits,Male,1,2
4,6,437,Content Namespace Edits,Male,1,2
0,5,1,User Namespace Edits,Unknown,1,2
1,5,8,Wikipedia Namespace Edits,Unknown,1,2
2,5,16,Talk Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,605,Content Namespace Edits,Unknown,1,2
0,5,29,User Namespace Edits,Unknown,1,2
2,5,7,Talk Namespace Edits,Unknown,1,2
3,5,6,User Talk Namespace Edits,Unknown,1,2
4,5,97,Content Namespace Edits,Unknown,1,2
0,6,146,User Namespace Edits,Male,1,2
1,6,26,Wikipedia Namespace Edits,Male,1,2
2,6,36,Talk Namespace Edits,Male,1,2
3,6,112,User Talk Namespace Edits,Male,1,2
4,6,5767,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
1,6,7,Wikipedia Namespace Edits,Male,1,2
2,6,5,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,167,Content Namespace Edits,Male,1,2
0,6,6,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,64,Content Namespace Edits,Male,1,2
0,6,31,User Namespace Edits,Male,1,2
2,6,88,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,287,Content Namespace Edits,Male,1,2
0,5,4,User Namespace Edits,Unknown,1,2
1,5,7,Wikipedia Namespace Edits,Unknown,1,2
2,5,76,Talk Namespace Edits,Unknown,1,2
3,5,16,User Talk Namespace Edits,Unknown,1,2
4,5,162,Content Namespace Edits,Unknown,1,2
0,5,14,User Namespace Edits,Unknown,1,2
1,5,8,Wikipedia Namespace Edits,Unknown,1,2
2,5,3,Talk Namespace Edits,Unknown,1,2
3,5,5,User Talk Namespace Edits,Unknown,1,2
4,5,261,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,9,Talk Namespace Edits,Unknown,1,2
3,5,8,User Talk Namespace Edits,Unknown,1,2
4,5,280,Content Namespace Edits,Unknown,1,2
0,5,7,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,11,Talk Namespace Edits,Unknown,1,2
3,5,4,User Talk Namespace Edits,Unknown,1,2
4,5,206,Content Namespace Edits,Unknown,1,2
0,7,24,User Namespace Edits,Female,1,2
1,7,6,Wikipedia Namespace Edits,Female,1,2
2,7,2,Talk Namespace Edits,Female,1,2
3,7,10,User Talk Namespace Edits,Female,1,2
4,7,132,Content Namespace Edits,Female,1,2
0,6,76,User Namespace Edits,Male,1,2
2,6,24,Talk Namespace Edits,Male,1,2
3,6,17,User Talk Namespace Edits,Male,1,2
4,6,365,Content Namespace Edits,Male,1,2
0,6,10,User Namespace Edits,Male,1,2
2,6,5,Talk Namespace Edits,Male,1,2
3,6,16,User Talk Namespace Edits,Male,1,2
4,6,109,Content Namespace Edits,Male,1,2
0,6,7,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,9,Talk Namespace Edits,Male,1,2
3,6,15,User Talk Namespace Edits,Male,1,2
4,6,341,Content Namespace Edits,Male,1,2
0,6,186,User Namespace Edits,Male,1,2
1,6,59,Wikipedia Namespace Edits,Male,1,2
2,6,286,Talk Namespace Edits,Male,1,2
3,6,124,User Talk Namespace Edits,Male,1,2
4,6,2235,Content Namespace Edits,Male,1,2
0,6,6,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,25,User Talk Namespace Edits,Male,1,2
4,6,919,Content Namespace Edits,Male,1,2
0,6,49,User Namespace Edits,Male,1,2
1,6,21,Wikipedia Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
3,6,19,User Talk Namespace Edits,Male,1,2
4,6,452,Content Namespace Edits,Male,1,2
0,6,664,User Namespace Edits,Male,1,2
1,6,70,Wikipedia Namespace Edits,Male,1,2
2,6,128,Talk Namespace Edits,Male,1,2
3,6,184,User Talk Namespace Edits,Male,1,2
4,6,1777,Content Namespace Edits,Male,1,2
0,5,8,User Namespace Edits,Unknown,1,2
4,5,116,Content Namespace Edits,Unknown,1,2
0,7,1,User Namespace Edits,Female,1,2
3,7,31,User Talk Namespace Edits,Female,1,2
4,7,6204,Content Namespace Edits,Female,1,2
7,8,1,Female,Edits in Pages related to Women,2,3
0,5,2,User Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,7,User Talk Namespace Edits,Unknown,1,2
4,5,123,Content Namespace Edits,Unknown,1,2
0,5,15,User Namespace Edits,Unknown,1,2
1,5,4,Wikipedia Namespace Edits,Unknown,1,2
2,5,41,Talk Namespace Edits,Unknown,1,2
3,5,51,User Talk Namespace Edits,Unknown,1,2
4,5,393,Content Namespace Edits,Unknown,1,2
0,6,25,User Namespace Edits,Male,1,2
1,6,12,Wikipedia Namespace Edits,Male,1,2
2,6,25,Talk Namespace Edits,Male,1,2
3,6,39,User Talk Namespace Edits,Male,1,2
4,6,457,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
2,6,8,Talk Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,83,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,19,Talk Namespace Edits,Male,1,2
3,6,17,User Talk Namespace Edits,Male,1,2
4,6,732,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
1,6,11,Wikipedia Namespace Edits,Male,1,2
2,6,13,Talk Namespace Edits,Male,1,2
3,6,64,User Talk Namespace Edits,Male,1,2
4,6,376,Content Namespace Edits,Male,1,2
0,5,45,User Namespace Edits,Unknown,1,2
1,5,78,Wikipedia Namespace Edits,Unknown,1,2
2,5,65,Talk Namespace Edits,Unknown,1,2
3,5,82,User Talk Namespace Edits,Unknown,1,2
4,5,1678,Content Namespace Edits,Unknown,1,2
0,6,14,User Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,37,Content Namespace Edits,Male,1,2
0,6,16,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,9,Talk Namespace Edits,Male,1,2
4,6,506,Content Namespace Edits,Male,1,2
6,8,1,Male,Edits in Pages related to Women,2,3
0,5,26,User Namespace Edits,Unknown,1,2
4,5,97,Content Namespace Edits,Unknown,1,2
0,6,18,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,2,Content Namespace Edits,Male,1,2
0,5,6,User Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,1347,Content Namespace Edits,Unknown,1,2
0,5,7,User Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,116,Content Namespace Edits,Unknown,1,2
0,5,2,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
2,5,85,Talk Namespace Edits,Unknown,1,2
3,5,19,User Talk Namespace Edits,Unknown,1,2
4,5,242,Content Namespace Edits,Unknown,1,2
0,5,40,User Namespace Edits,Unknown,1,2
1,5,152,Wikipedia Namespace Edits,Unknown,1,2
2,5,69,Talk Namespace Edits,Unknown,1,2
3,5,113,User Talk Namespace Edits,Unknown,1,2
4,5,2104,Content Namespace Edits,Unknown,1,2
0,6,31,User Namespace Edits,Male,1,2
2,6,18,Talk Namespace Edits,Male,1,2
3,6,19,User Talk Namespace Edits,Male,1,2
4,6,831,Content Namespace Edits,Male,1,2
0,6,130,User Namespace Edits,Male,1,2
1,6,30,Wikipedia Namespace Edits,Male,1,2
2,6,251,Talk Namespace Edits,Male,1,2
3,6,32,User Talk Namespace Edits,Male,1,2
4,6,880,Content Namespace Edits,Male,1,2
0,5,7,User Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,163,Content Namespace Edits,Unknown,1,2
0,6,7,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
4,6,85,Content Namespace Edits,Male,1,2
0,6,8,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,51,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
3,6,43,User Talk Namespace Edits,Male,1,2
4,6,78,Content Namespace Edits,Male,1,2
0,6,76,User Namespace Edits,Male,1,2
3,6,9,User Talk Namespace Edits,Male,1,2
4,6,1344,Content Namespace Edits,Male,1,2
0,5,3,User Namespace Edits,Unknown,1,2
4,5,70,Content Namespace Edits,Unknown,1,2
0,6,16,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,27,Talk Namespace Edits,Male,1,2
3,6,10,User Talk Namespace Edits,Male,1,2
4,6,75,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,74,Content Namespace Edits,Male,1,2
0,5,10,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
3,5,4,User Talk Namespace Edits,Unknown,1,2
4,5,73,Content Namespace Edits,Unknown,1,2
0,6,8,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,38,Content Namespace Edits,Male,1,2
0,6,36,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,11,Talk Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,102,Content Namespace Edits,Male,1,2
0,5,3,User Namespace Edits,Unknown,1,2
1,5,12,Wikipedia Namespace Edits,Unknown,1,2
2,5,13,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,65,Content Namespace Edits,Unknown,1,2
0,5,3,User Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,89,Content Namespace Edits,Unknown,1,2
0,6,28,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,93,Content Namespace Edits,Male,1,2
0,5,5,User Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
4,5,189,Content Namespace Edits,Unknown,1,2
0,5,73,User Namespace Edits,Unknown,1,2
3,5,13,User Talk Namespace Edits,Unknown,1,2
0,6,90,User Namespace Edits,Male,1,2
2,6,12,Talk Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,1831,Content Namespace Edits,Male,1,2
0,6,84,User Namespace Edits,Male,1,2
1,6,20,Wikipedia Namespace Edits,Male,1,2
2,6,14,Talk Namespace Edits,Male,1,2
3,6,95,User Talk Namespace Edits,Male,1,2
4,6,591,Content Namespace Edits,Male,1,2
0,6,2,User Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,309,Content Namespace Edits,Male,1,2
0,6,8,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,72,Content Namespace Edits,Male,1,2
0,5,79,User Namespace Edits,Unknown,1,2
4,5,15,Content Namespace Edits,Unknown,1,2
0,5,333,User Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,196,Content Namespace Edits,Unknown,1,2
5,8,1,Unknown,Edits in Pages related to Women,2,3
0,7,19,User Namespace Edits,Female,1,2
2,7,1,Talk Namespace Edits,Female,1,2
3,7,3,User Talk Namespace Edits,Female,1,2
4,7,52,Content Namespace Edits,Female,1,2
0,5,208,User Namespace Edits,Unknown,1,2
1,5,179,Wikipedia Namespace Edits,Unknown,1,2
2,5,128,Talk Namespace Edits,Unknown,1,2
3,5,125,User Talk Namespace Edits,Unknown,1,2
4,5,2633,Content Namespace Edits,Unknown,1,2
0,6,9,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,501,Content Namespace Edits,Male,1,2
0,6,4,User Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,68,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,10,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,88,Content Namespace Edits,Male,1,2
0,6,377,User Namespace Edits,Male,1,2
1,6,127,Wikipedia Namespace Edits,Male,1,2
2,6,722,Talk Namespace Edits,Male,1,2
3,6,257,User Talk Namespace Edits,Male,1,2
4,6,67208,Content Namespace Edits,Male,1,2
6,8,13,Male,Edits in Pages related to Women,2,3
6,9,1,Male,Edits in WikiProjects related to Women,2,3
0,5,5,User Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,83,Content Namespace Edits,Unknown,1,2
0,6,46,User Namespace Edits,Male,1,2
1,6,6,Wikipedia Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,14,User Talk Namespace Edits,Male,1,2
4,6,380,Content Namespace Edits,Male,1,2
0,6,150,User Namespace Edits,Male,1,2
1,6,10,Wikipedia Namespace Edits,Male,1,2
2,6,28,Talk Namespace Edits,Male,1,2
3,6,49,User Talk Namespace Edits,Male,1,2
4,6,1227,Content Namespace Edits,Male,1,2
0,6,56,User Namespace Edits,Male,1,2
1,6,6,Wikipedia Namespace Edits,Male,1,2
2,6,16,Talk Namespace Edits,Male,1,2
3,6,81,User Talk Namespace Edits,Male,1,2
4,6,1551,Content Namespace Edits,Male,1,2
6,8,1,Male,Edits in Pages related to Women,2,3
0,6,26,User Namespace Edits,Male,1,2
1,6,7,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
4,6,176,Content Namespace Edits,Male,1,2
0,6,20,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,291,Content Namespace Edits,Male,1,2
0,5,5,User Namespace Edits,Unknown,1,2
2,5,7,Talk Namespace Edits,Unknown,1,2
3,5,16,User Talk Namespace Edits,Unknown,1,2
4,5,967,Content Namespace Edits,Unknown,1,2
0,5,5,User Namespace Edits,Unknown,1,2
2,5,8,Talk Namespace Edits,Unknown,1,2
4,5,56,Content Namespace Edits,Unknown,1,2
0,6,205,User Namespace Edits,Male,1,2
1,6,20,Wikipedia Namespace Edits,Male,1,2
3,6,31,User Talk Namespace Edits,Male,1,2
4,6,4462,Content Namespace Edits,Male,1,2
0,6,8,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,120,Content Namespace Edits,Male,1,2
0,6,12,User Namespace Edits,Male,1,2
2,6,30,Talk Namespace Edits,Male,1,2
3,6,28,User Talk Namespace Edits,Male,1,2
4,6,111,Content Namespace Edits,Male,1,2
0,5,2,User Namespace Edits,Unknown,1,2
2,5,3,Talk Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,347,Content Namespace Edits,Unknown,1,2
0,7,26,User Namespace Edits,Female,1,2
3,7,3,User Talk Namespace Edits,Female,1,2
4,7,80,Content Namespace Edits,Female,1,2
0,6,56,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,19,User Talk Namespace Edits,Male,1,2
4,6,111,Content Namespace Edits,Male,1,2
0,5,85,User Namespace Edits,Unknown,1,2
2,5,11,Talk Namespace Edits,Unknown,1,2
4,5,152,Content Namespace Edits,Unknown,1,2
0,6,105,User Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,34,User Talk Namespace Edits,Male,1,2
4,6,323,Content Namespace Edits,Male,1,2
0,6,25,User Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,83,Content Namespace Edits,Male,1,2
0,6,106,User Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,293,Content Namespace Edits,Male,1,2
0,6,26,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,26,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,268,Content Namespace Edits,Male,1,2
0,6,33,User Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,1453,Content Namespace Edits,Male,1,2
0,6,51,User Namespace Edits,Male,1,2
1,6,7,Wikipedia Namespace Edits,Male,1,2
2,6,5,Talk Namespace Edits,Male,1,2
3,6,20,User Talk Namespace Edits,Male,1,2
4,6,1651,Content Namespace Edits,Male,1,2
0,5,2,User Namespace Edits,Unknown,1,2
1,5,8,Wikipedia Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,4,User Talk Namespace Edits,Unknown,1,2
4,5,37,Content Namespace Edits,Unknown,1,2
0,6,182,User Namespace Edits,Male,1,2
1,6,40,Wikipedia Namespace Edits,Male,1,2
2,6,33,Talk Namespace Edits,Male,1,2
3,6,59,User Talk Namespace Edits,Male,1,2
4,6,1113,Content Namespace Edits,Male,1,2
0,5,13,User Namespace Edits,Unknown,1,2
2,5,3,Talk Namespace Edits,Unknown,1,2
3,5,24,User Talk Namespace Edits,Unknown,1,2
4,5,78,Content Namespace Edits,Unknown,1,2
0,6,14,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,187,Content Namespace Edits,Male,1,2
0,6,135,User Namespace Edits,Male,1,2
1,6,25,Wikipedia Namespace Edits,Male,1,2
2,6,18,Talk Namespace Edits,Male,1,2
3,6,37,User Talk Namespace Edits,Male,1,2
4,6,672,Content Namespace Edits,Male,1,2
0,6,15,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
4,6,407,Content Namespace Edits,Male,1,2
0,6,6,User Namespace Edits,Male,1,2
1,6,15,Wikipedia Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,77,Content Namespace Edits,Male,1,2
0,6,45,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,10,User Talk Namespace Edits,Male,1,2
4,6,261,Content Namespace Edits,Male,1,2
0,5,259,User Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
4,5,1525,Content Namespace Edits,Unknown,1,2
0,6,4,User Namespace Edits,Male,1,2
